ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2023-05-10 17:15:39.185076,-0.600132774534615,96.5607553910732,116.57141258380092,-0.600132774534615,-0.600132774534615,1.3414219162781602,1.3414219162781602,1.3414219162781602,0.024197687089243507,0.024197687089243507,0.024197687089243507,1.3172242291889167,1.3172242291889167,1.3172242291889167,0.0,0.0,0.0,106.76861291933776
2023-05-11 17:15:39.185076,-0.6030746083951551,96.48714070878091,116.89633683828299,-0.6030746083951551,-0.6030746083951551,1.341917141028639,1.341917141028639,1.341917141028639,-0.02086781241150488,-0.02086781241150488,-0.02086781241150488,1.362784953440144,1.362784953440144,1.362784953440144,0.0,0.0,0.0,106.61726847263833
2023-05-12 17:15:39.185076,-0.6060164422556952,95.8533058089787,116.68853226190726,-0.6060164422556952,-0.6060164422556952,1.4029271929906917,1.4029271929906917,1.4029271929906917,0.0011054477714630227,0.0011054477714630227,0.0011054477714630227,1.4018217452192288,1.4018217452192288,1.4018217452192288,0.0,0.0,0.0,105.69357115624996
2023-05-13 17:15:39.185076,-0.6089582761162353,95.12578089873185,116.44648115187489,-0.6089582761162353,-0.6089582761162353,1.4239368512287298,1.4239368512287298,1.4239368512287298,-0.009946262067118721,-0.009946262067118721,-0.009946262067118721,1.4338831132958485,1.4338831132958485,1.4338831132958485,0.0,0.0,0.0,105.27527845369166
2023-05-14 17:15:39.185076,-0.6119001099767754,94.61987075258261,115.3644780583954,-0.6119001099767754,-0.6119001099767754,1.449576863681757,1.449576863681757,1.449576863681757,-0.009035996848527093,-0.009035996848527093,-0.009035996848527093,1.4586128605302842,1.4586128605302842,1.4586128605302842,0.0,0.0,0.0,104.79471618783911
2023-05-15 17:15:39.185076,-0.6148419438373155,94.05445946430336,114.30389857167677,-0.6148419438373155,-0.6148419438373155,1.4701388006734295,1.4701388006734295,1.4701388006734295,-0.005617552629469849,-0.005617552629469849,-0.005617552629469849,1.4757563533028992,1.4757563533028992,1.4757563533028992,0.0,0.0,0.0,104.37672733049757
2023-05-16 17:15:39.185076,-0.6177837776978555,93.16616320287493,114.9575976760893,-0.6177837776978555,-0.6177837776978555,1.5053294065735676,1.5053294065735676,1.5053294065735676,0.020164489095873973,0.020164489095873973,0.020164489095873973,1.4851649174776937,1.4851649174776937,1.4851649174776937,0.0,0.0,0.0,103.76587431286494
2023-05-17 17:15:39.185076,-0.6207256115583957,92.50663335807101,114.37930130934967,-0.6207256115583957,-0.6207256115583957,1.5109959471099705,1.5109959471099705,1.5109959471099705,0.024197687089234015,0.024197687089234015,0.024197687089234015,1.4867982600207366,1.4867982600207366,1.4867982600207366,0.0,0.0,0.0,103.53659313837446
2023-05-18 17:15:39.185076,-0.6236674454189357,94.64350986306707,113.60439586863828,-0.6236674454189357,-0.6236674454189357,1.4598570455330988,1.4598570455330988,1.4598570455330988,-0.02086781241154267,-0.02086781241154267,-0.02086781241154267,1.4807248579446415,1.4807248579446415,1.4807248579446415,0.0,0.0,0.0,104.05267727934373
2023-05-19 17:15:39.185076,-0.6266092792794759,93.3048731106008,114.22289490896051,-0.6266092792794759,-0.6266092792794759,1.4682257482229226,1.4682257482229226,1.4682257482229226,0.0011054477714708341,0.0011054477714708341,0.0011054477714708341,1.467120300451452,1.467120300451452,1.467120300451452,0.0,0.0,0.0,103.78985421567266
2023-05-20 17:15:39.185076,-0.6295511131400159,93.34011666108177,114.15144891453619,-0.6295511131400159,-0.6295511131400159,1.4363173528802318,1.4363173528802318,1.4363173528802318,-0.009946262067071089,-0.009946262067071089,-0.009946262067071089,1.4462636149473027,1.4462636149473027,1.4462636149473027,0.0,0.0,0.0,104.05997329772072
2023-05-21 17:15:39.185076,-0.632492947000556,94.1186570503736,114.31317948526299,-0.632492947000556,-0.632492947000556,1.4094956550789302,1.4094956550789302,1.4094956550789302,-0.009035996848484452,-0.009035996848484452,-0.009035996848484452,1.4185316519274147,1.4185316519274147,1.4185316519274147,0.0,0.0,0.0,104.26629323030227
2023-05-22 17:15:39.185076,-0.6354347808610961,94.07592337672898,114.74760717550004,-0.6354347808610961,-0.6354347808610961,1.378774093876979,1.378774093876979,1.378774093876979,-0.005617552629506335,-0.005617552629506335,-0.005617552629506335,1.3843916465064854,1.3843916465064854,1.3843916465064854,0.0,0.0,0.0,104.52812263322306
2023-05-23 17:15:39.185076,-0.6383766147216362,94.19419887761617,114.46606164200867,-0.6383766147216362,-0.6383766147216362,1.364556603657039,1.364556603657039,1.364556603657039,0.020164489095871155,0.020164489095871155,0.020164489095871155,1.3443921145611677,1.3443921145611677,1.3443921145611677,0.0,0.0,0.0,104.57188623048641
2023-05-24 17:15:39.185076,-0.6413184485821762,95.23807824091594,114.02304091225366,-0.6413184485821762,-0.6413184485821762,1.3233499651686207,1.3233499651686207,1.3233499651686207,0.024197687089289426,0.024197687089289426,0.024197687089289426,1.2991522780793312,1.2991522780793312,1.2991522780793312,0.0,0.0,0.0,104.9819117882027
